dx1 dy1 dx2 dy2 dx3 dy3 dx4 dy4 dx5 dy5
-4.1212 1.0254 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.9123 1.2465 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.8064 1.0896 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.5622 0.9647 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.3328 1.2906 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.2997 1.1034 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.1426 1.1971 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-3.0611 1.3731 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.5581 -5.4047 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.3748 -5.4971 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-1.1127 -5.2126 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7515 -4.8936 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.4584 -5.1619 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7154 -4.7939 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7104 -4.6895 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7575 -4.8001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7093 -4.5846 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3476 -4.6657 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0552 -4.3402 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2912 -4.2405 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2356 -3.8886 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2123 -3.9509 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0894 -3.9319 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3483 -3.6771 2.9387 -4.7083 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0954 -3.2684 3.0228 -4.4712 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1435 -3.1568 2.9662 -4.3168 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1239 -3.2767 2.9698 -4.2185 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 -3.1620 2.9543 -4.0676 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.2120 -2.7878 3.1660 -3.4781 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0507 -2.4805 2.8120 -3.6789 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1698 -2.4190 3.1762 -3.8556 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0414 -2.1910 2.8741 -3.2441 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1891 -2.2745 2.9234 -3.3740 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0160 -1.9095 2.8389 -3.1024 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3240 -1.9716 2.8022 -3.1444 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.5242 -1.8808 2.7182 -2.9264 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.3614 -1.6732 2.8385 -2.5186 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.5747 -2.5680 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.2553 -2.4677 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4931 -2.1480 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.2403 -2.3202 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.1138 -2.0695 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.3397 -1.8334 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.1193 -1.8255 5.9908 0.3380 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.1173 -1.9255 6.1509 0.1126 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.7981 -1.6909 5.7542 0.4286 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.7351 -1.3761 5.8396 0.4310 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.6355 -1.2683 5.3003 0.6618 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.2166 -1.4054 5.3666 0.8548 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.3846 -1.2297 5.4285 0.6014 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.0182 -1.3880 5.1257 0.9112 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.8016 -0.9787 5.0270 1.0071 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6743 -0.9530 4.6906 0.9661 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.7439 0.8717 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.4539 1.1803 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.4028 0.7497 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.5771 0.8301 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
4.1306 1.2158 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.7164 1.0761 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.8110 0.9095 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.7747 0.9937 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.3667 1.2707 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.2449 1.0509 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
3.2084 0.8343 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.9328 0.8015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.8691 0.8284 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4331 0.7699 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.4436 0.7488 1.4252 5.5107 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.6082 0.5621 1.3112 5.5501 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.9400 0.4666 1.2595 5.2840 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
2.0548 0.2691 1.1652 5.3092 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.8943 0.0813 1.1003 5.3073 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.5248 -0.3316 0.8775 5.1166 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
1.2577 4.6898 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.6303 4.9501 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.5044 4.8105 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.3547 4.7334 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.4454 4.7508 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.4607 4.3935 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.4644 4.3320 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.1278 4.1796 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0788 3.9660 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0897 4.0084 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2681 3.7129 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2676 3.3528 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1808 3.4013 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2535 3.0018 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
